"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Adermann E.; Suzuki H.; Usman M.","Adermann, Eromanga (57203389802); Suzuki, Hajime (7407718263); Usman, Muhammad (56559567800)","57203389802; 7407718263; 56559567800","Variational quantum machine learning with quantum error detection","2026","Quantum Machine Intelligence","8","1","1","","","0","10.1007/s42484-026-00347-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027888475&doi=10.1007%2Fs42484-026-00347-y&partnerID=40&md5=3c2b10024dfd24643d894c8861deb4ff","Data61, CSIRO, 26 Pembroke Rd, Marsfield, 2122, NSW, Australia; Data61, CSIRO, Research Way, Clayton, 3168, VIC, Australia; School of Physics, The University of Melbourne, Parkville, 3010, VIC, Australia","Adermann E., Data61, CSIRO, 26 Pembroke Rd, Marsfield, 2122, NSW, Australia; Suzuki H., Data61, CSIRO, 26 Pembroke Rd, Marsfield, 2122, NSW, Australia; Usman M., Data61, CSIRO, Research Way, Clayton, 3168, VIC, Australia, School of Physics, The University of Melbourne, Parkville, 3010, VIC, Australia","Quantum machine learning (QML) is an emerging field that promises advantages such as faster training, improved reliability and superior feature extraction over classical counterparts. However, its implementation on quantum hardware is challenging due to the noise inherent in these systems, necessitating the use of quantum error correction (QEC) codes. Current QML research remains primarily theoretical, often assuming noise-free environments and offering little insight into the integration of QEC with QML implementations. To address this, we investigate the performance of a simple, parity-classifying Variational Quantum Classifier (VQC) implemented with the [[4,2,2]] error-detecting stabiliser code in a simulated noisy environment. To our knowledge, this is the first implementation of a stabiliser-based error detection code to a QML algorithm. We invoke ancilla qubits to logically encode rotation gates, and classically simulate the logically-encoded VQC under two simple noise models representing gate noise and environmental noise. We demonstrate that the stabiliser code improves the training accuracy at convergence compared to noisy implementations without error detection. However, we find that the effectiveness and reliability of error detection is contingent upon keeping the ancilla qubit error rates below a specific threshold, due to the propagation of ancilla errors to the physical qubits. Our results provide an important insight that extends to QML implemented with full error-correction: when the QEC code requires ancilla qubits for logical rotations but cannot fully correct errors propagated between ancilla and physical qubits, the maximum achievable accuracy of the QML model is constrained. This highlights the need for additional error correction or mitigation strategies to support the practical implementation of QML algorithms with QEC on quantum devices. © Crown 2026.","Quantum error correction; Quantum machine learning; Variational quantum circuit","Codes (symbols); Error correction; Learning algorithms; Learning systems; Machine learning; Quantum noise; Quantum optics; Qubits; Variational techniques; Ancilla; Machine-learning; Quantum circuit; Quantum error correction codes; Quantum error corrections; Quantum machine learning; Quantum machines; Simple++; Stabilizer codes; Variational quantum circuit; Error detection","E. Adermann; Data61, CSIRO, Marsfield, 26 Pembroke Rd, 2122, Australia; email: eromanga.adermann@csiro.au","","Springer Science and Business Media Deutschland GmbH","25244906","","","","English","Quantum Mach. Intell.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105027888475"
"Nguyen N.; Chen K.-C.","Nguyen, Nam (58591900300); Chen, Kwang-Cheng (7410240104)","58591900300; 7410240104","Bayesian Quantum Neural Networks","2022","IEEE Access","10","","","54110","54122","30","10.1109/ACCESS.2022.3168675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129221150&doi=10.1109%2FACCESS.2022.3168675&partnerID=40&md5=5bf4fc90d6aa3e44ac730109b7e18f10","University of South Florida, College of Engineering, Department of Electrical Engineering, Tampa, 33620, FL, United States","Nguyen N., University of South Florida, College of Engineering, Department of Electrical Engineering, Tampa, 33620, FL, United States; Chen K.-C., University of South Florida, College of Engineering, Department of Electrical Engineering, Tampa, 33620, FL, United States","The astounding acceleration in Artificial Intelligence and Quantum Computing advances naturally gives rise to a line of research, which unrolls the potential advantages of quantum computing on classical Machine Learning tasks, known as Quantum Machine Learning or Quantum Machine Intelligence. The typical objectives are either (1) exploring the potential quantum advantages on classical learning tasks or (2) levering well-established classical ML algorithms to tackle quantum-related problems on Noisy Intermediate-Scale Quantum (NISQ) devices. Along the second research direction, we study Quantum Neural Networks (QNNs) to accomplish the purpose of Bayesian learning. By observing a wide range of studies on QNNs, in which the sole training method is based on frequentist training, we find that Bayesian learning benefits QNNs from two aspects. First, Bayesian-trained models enjoy a high level of generalization due to the prior and posterior distribution usage compared to frequentist training, which will be justified by this paper's theoretical study of model capacity. Second, Bayesian Inference offers epistemic uncertainty estimation, which merits the decision-making process. It is worth mentioning that frequentist-trained QNNs generally lack this desirable property. Under the Bayesian training procedure, our derived models can be considered a new class of QNNs (called BayesianQNNs) which possesses both desirable properties of Bayesian Inference while maintaining comparable predictive performance as frequentist counterparts. The proposed Bayesian Quantum Neural Networks is justified by empirical evidence from numerical experiments.  © 2013 IEEE.","Bayesian inference; Bayesian learning; Quantum machine learning; quantum neural networks","Bayesian networks; Circuit simulation; Decision making; Inference engines; Integrated circuits; Quantum computers; Timing circuits; Uncertainty analysis; Bayes method; Bayesian inference; Bayesian learning; Integrated circuit modeling; Machine-learning; Neural-networks; Quantum Computing; Quantum machine learning; Quantum machines; Quantum neural networks; Machine learning","K.-C. Chen; University of South Florida, College of Engineering, Department of Electrical Engineering, Tampa, 33620, United States; email: kwangcheng@usf.edu","","Institute of Electrical and Electronics Engineers Inc.","21693536","","","","English","IEEE Access","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85129221150"
"Singh B.; Indu S.; Majumdar S.","Singh, Barkha (57225863831); Indu, S. (17434624200); Majumdar, Sudipta (35603899100)","57225863831; 17434624200; 35603899100","Comparative Analysis of Intrusion Detection Models Using Quantum Machine Learning Techniques","2025","Circuits, Systems, and Signal Processing","44","12","","9592","9618","1","10.1007/s00034-025-03256-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012192391&doi=10.1007%2Fs00034-025-03256-w&partnerID=40&md5=b1bc39137e564ee458c618e3a59bea10","Department of Electronics and Communication Engineering, Delhi Technological University, Bawana Road, Delhi, New Delhi, 110042, India","Singh B., Department of Electronics and Communication Engineering, Delhi Technological University, Bawana Road, Delhi, New Delhi, 110042, India; Indu S., Department of Electronics and Communication Engineering, Delhi Technological University, Bawana Road, Delhi, New Delhi, 110042, India; Majumdar S., Department of Electronics and Communication Engineering, Delhi Technological University, Bawana Road, Delhi, New Delhi, 110042, India","Modern threats are increasing as traditional cyber security methods lose their efficacy. Predicting attacks before they happen, however, can be enhanced by the ability of big data-based Quantum computing to train anomaly-based algorithms. To normalize data the most pertinent collection of features has been chosen and big data analytics tools are used for feature scaling and selection. The improved models’ prediction accuracy has been compared with proposed model after experimental analysis. According to the findings of performance evaluation, and comparative analysis it is found that Quantum computing-based intrusion detection have good accuracy as compared to classical method-based intrusion detection in the field of cyber security. The extensive literature survey based on existing models is also done in this article using a large dataset (Big Data Set- CIC-Bell-IDS2017) in which the predictive method trained three machine learning classifiers separately before and after feature selection. The Comparative analysis of Quantum machine learning models for intrusion detection using Big Data based Quantum machine learning methods is also done in this article. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.","Big data analytics; Cyber security intrusion; Post-quantum cryptography; Quantum key distribution; Quantum machine learning; Shor’s algorithm","Advanced Analytics; Classification (of information); Computer crime; Feature extraction; Intrusion detection; Large datasets; Learning algorithms; Learning systems; Network security; Quantum computers; Big data analytic; Cybe security intrusion; Cyber security; Data analytics; Key distribution; Machine-learning; Post quantum cryptography; Quantum key; Quantum machine learning; Quantum machines; S-algorithms; Security intrusion; Shor’s algorithm; Quantum cryptography","B. Singh; Department of Electronics and Communication Engineering, Delhi Technological University, New Delhi, Bawana Road, Delhi, 110042, India; email: singh.barkha718@gmail.com","","Birkhauser","0278081X","","CSSPE","","English","Circ Syst Signal Process","Article","Final","","Scopus","2-s2.0-105012192391"
"Herman D.; Raymond R.; Li M.; Robles N.; Mezzacapo A.; Pistoia M.","Herman, Dylan (57272812000); Raymond, Rudy (23393816800); Li, Muyuan (57195946050); Robles, Nicolas (56467834400); Mezzacapo, Antonio (55217354300); Pistoia, Marco (7003651042)","57272812000; 23393816800; 57195946050; 56467834400; 55217354300; 7003651042","Expressivity of Variational Quantum Machine Learning on the Boolean Cube","2023","IEEE Transactions on Quantum Engineering","4","","3100418","","","8","10.1109/TQE.2023.3255206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149869336&doi=10.1109%2FTQE.2023.3255206&partnerID=40&md5=561864fdb550b8f9d3a604e78c386263","JPMorgan Chase, Global Technology Applied Research, New York, 10017, NY, United States; IBM Research - Tokyo, IBM Quantum, Tokyo, 103-8510, Japan; Keio University, Quantum Computing Center, Kanagawa, 223-8522, Japan; IBM T. J. Watson Research Center, IBM Quantum, Yorktown Heights, 10598, NY, United States","Herman D., JPMorgan Chase, Global Technology Applied Research, New York, 10017, NY, United States; Raymond R., IBM Research - Tokyo, IBM Quantum, Tokyo, 103-8510, Japan, Keio University, Quantum Computing Center, Kanagawa, 223-8522, Japan; Li M., IBM T. J. Watson Research Center, IBM Quantum, Yorktown Heights, 10598, NY, United States; Robles N., IBM T. J. Watson Research Center, IBM Quantum, Yorktown Heights, 10598, NY, United States; Mezzacapo A., IBM T. J. Watson Research Center, IBM Quantum, Yorktown Heights, 10598, NY, United States; Pistoia M., JPMorgan Chase, Global Technology Applied Research, New York, 10017, NY, United States","Categorical data play an important part in machine learning research and appears in a variety of applications. Models that can express large classes of real-valued functions on the Boolean cube are useful for problems involving discrete-valued data types, including those which are not Boolean. To this date, the commonly used schemes for embedding classical data into variational quantum machine learning models encode continuous values. Here, we investigate quantum embeddings for encoding Boolean-valued data into parameterized quantum circuits used for machine learning tasks. We narrow down representability conditions for functions on the n-dimensional Boolean cube with respect to previously known results, using two quantum embeddings: a phase embedding and an embedding based on quantum random access codes. We show that for any real-valued function on the n-dimensional Boolean cube, there exists a variational linear quantum model based on a phase embedding using n qubits that can represent it and an ensemble of such models using d < n qubits that can express any function with degree at most d. Additionally, we prove that variational linear quantum models that use the quantum random access code embedding can express functions on the Boolean cube with degree d≤ ⌈ n/3⌉ using ⌈ n/3⌉ qubits, and that an ensemble of such models can represent any function on the Boolean cube with degree d≤⌈n/3⌉. Furthermore, we discuss the potential benefits of each embedding and the impact of serial repetitions. Finally, we demonstrate the use of the embeddings presented by performing numerical simulations and experiments on IBM quantum processors using the Qiskit machine learning framework.  © 2020 IEEE.","Boolean cube; expressivity; Fourier analysis; quantum machine learning; variational quantum algorithms","Artificial intelligence; Boolean functions; Encoding (symbols); Geometry; Job analysis; Learning systems; Quantum computers; Boolean cube; Computational modelling; Expressivity; Fourier's analysis; Machine-learning; Quantum algorithms; Quantum machine learning; Quantum machines; Task analysis; Variational quantum algorithm; Fourier analysis","D. Herman; JPMorgan Chase, Global Technology Applied Research, New York, 10017, United States; email: dylan.a.herman@jpmchase.com","","Institute of Electrical and Electronics Engineers Inc.","26891808","","","","English","IEEE. Trans. Quantum. Eng.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85149869336"
"Zardini E.; Blanzieri E.; Pastorello D.","Zardini, Enrico (57223907495); Blanzieri, Enrico (6603020152); Pastorello, Davide (55480825700)","57223907495; 6603020152; 55480825700","A quantum k-nearest neighbors algorithm based on the Euclidean distance estimation","2024","Quantum Machine Intelligence","6","1","23","","","25","10.1007/s42484-024-00155-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191144711&doi=10.1007%2Fs42484-024-00155-2&partnerID=40&md5=5bab164a81e6b7ccf6efc51c9bcb941f","Department of Information Engineering and Computer Science, University of Trento, via Sommarive 9, Trento, Povo, 38123, Italy; Trento Institute for Fundamental Physics and Applications, via Sommarive 14, Trento, Povo, 38123, Italy; Department of Mathematics, Alma Mater Studiorum - Universitá di Bologna, Piazza di Porta San Donato 5, Bologna, 40126, Italy","Zardini E., Department of Information Engineering and Computer Science, University of Trento, via Sommarive 9, Trento, Povo, 38123, Italy; Blanzieri E., Department of Information Engineering and Computer Science, University of Trento, via Sommarive 9, Trento, Povo, 38123, Italy, Trento Institute for Fundamental Physics and Applications, via Sommarive 14, Trento, Povo, 38123, Italy; Pastorello D., Trento Institute for Fundamental Physics and Applications, via Sommarive 14, Trento, Povo, 38123, Italy, Department of Mathematics, Alma Mater Studiorum - Universitá di Bologna, Piazza di Porta San Donato 5, Bologna, 40126, Italy","The k-nearest neighbors (k-NN) is a basic machine learning (ML) algorithm, and several quantum versions of it, employing different distance metrics, have been presented in the last few years. Although the Euclidean distance is one of the most widely used distance metrics in ML, it has not received much consideration in the development of these quantum variants. In this article, a novel quantum k-NN algorithm based on the Euclidean distance is introduced. Specifically, the algorithm is characterized by a quantum encoding requiring a low number of qubits and a simple quantum circuit not involving oracles, aspects that favor its realization. In addition to the mathematical formulation and some complexity observations, a detailed empirical evaluation with simulations is presented. In particular, the results have shown the correctness of the formulation, a drop in the performance of the algorithm when the number of measurements is limited, the competitiveness with respect to some classical baseline methods in the ideal case, and the possibility of improving the performance by increasing the number of measurements. © The Author(s) 2024.","Euclidean distance; k-Nearest neighbors; Quantum computing; Quantum machine learning","Learning algorithms; Learning systems; Machine learning; Motion compensation; Qubits; Distance estimation; Distance metrics; Euclidean distance; K Nearest Neighbor (k NN) algorithm; Machine learning algorithms; Machine-learning; Performance; Quantum Computing; Quantum machine learning; Quantum machines; Nearest neighbor search","E. Zardini; Department of Information Engineering and Computer Science, University of Trento, Povo, via Sommarive 9, Trento, 38123, Italy; email: enrico.zardini@unitn.it","","Springer Science and Business Media Deutschland GmbH","25244906","","","","English","Quantum Mach. Intell.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85191144711"
"Park S.; Lee H.; Son S.B.; Jung S.; Kim J.","Park, Soohyun (57210251609); Lee, Hyunsoo (57318287000); Son, Seok Bin (57733223300); Jung, Soyi (57195474107); Kim, Joongheon (8866990900)","57210251609; 57318287000; 57733223300; 57195474107; 8866990900","Quantum federated learning with pole-angle quantum local training and trainable measurement","2025","Neural Networks","187","","107301","","","3","10.1016/j.neunet.2025.107301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219049034&doi=10.1016%2Fj.neunet.2025.107301&partnerID=40&md5=156fea9254cb65f50837683ebda6225b","Division of Computer Science, Sookmyung Women's University, Seoul, South Korea; Department of Electrical and Computer Engineering, Korea University, Seoul, South Korea; Department of Electrical and Computer Engineering, Ajou University, Suwon, South Korea","Park S., Division of Computer Science, Sookmyung Women's University, Seoul, South Korea; Lee H., Department of Electrical and Computer Engineering, Korea University, Seoul, South Korea; Son S.B., Department of Electrical and Computer Engineering, Korea University, Seoul, South Korea; Jung S., Department of Electrical and Computer Engineering, Ajou University, Suwon, South Korea; Kim J., Department of Electrical and Computer Engineering, Korea University, Seoul, South Korea","Recently, quantum federated learning (QFL) has received significant attention as an innovative paradigm. QFL has remarkable features by employing quantum neural networks (QNNs) instead of conventional neural networks owing to quantum supremacy. In order to enhance the flexibility and reliability of classical QFL frameworks, this paper proposes a novel slimmable QFL (SlimQFL) incorporating QNN-grounded slimmable neural network (QSNN) architectures. This innovative design considers time-varying wireless communication channels and computing resource constraints. This framework ensures higher efficiency by using fewer parameters with no performance loss. Furthermore, the proposed QNN is novel according to the implementation of trainable measurement within QFL. The fundamental concept of our QSNN is designed based on the key characteristics of separated training and the dynamic exploitation of joint angle and pole parameters. Our performance evaluation results verify that using both parameters, our proposed QSNN-based SlimQFL achieves higher classification accuracy than QFL and ensures transmission stability, particularly in poor channel conditions. © 2025 Elsevier Ltd","Federated learning; Quantum federated learning; Quantum machine learning; Quantum neural networks; Slimmable neural networks","Algorithms; Federated Learning; Machine Learning; Neural Networks, Computer; Quantum Theory; Adversarial machine learning; Quantum computers; Quantum efficiency; Classical-quantum; Learning frameworks; Local training; Machine-learning; Neural-networks; Quantum federated learning; Quantum machine learning; Quantum machines; Quantum neural networks; Slimmable neural network; article; controlled study; federated learning; joint angle; machine learning; nerve cell network; reliability; training; wireless communication; algorithm; artificial neural network; federated learning; quantum theory; Federated learning","S. Jung; Department of Electrical and Computer Engineering, Ajou University, Suwon, South Korea; email: sjung@ajou.ac.kr","","Elsevier Ltd","08936080","","NNETE","40024047","English","Neural Netw.","Article","Final","","Scopus","2-s2.0-85219049034"
"Villmann T.; Engelsberger A.; Ravichandran J.; Villmann A.; Kaden M.","Villmann, Thomas (7003892419); Engelsberger, Alexander (57220025446); Ravichandran, Jensun (57208756719); Villmann, Andrea (57194430649); Kaden, Marika (55965327000)","7003892419; 57220025446; 57208756719; 57194430649; 55965327000","Quantum-inspired learning vector quantizers for prototype-based classification: Confidential: for personal use only—submitted to Neural Networks and Applications 5/2020","2022","Neural Computing and Applications","34","1","","79","88","11","10.1007/s00521-020-05517-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096578592&doi=10.1007%2Fs00521-020-05517-y&partnerID=40&md5=6ed4866efd4ab93c965557f4cf07c793","Saxon Institute for Computational Intelligence and Machine Learning (SICIM), University of Applied Sciences Mittweida, Technikumplatz 17, Mittweida, 09648, Germany; Berufliches Schulzentrum Döbeln-Mittweida, Schulteil Mittweida, Poststraße 13, Mittweida, 09648, Germany","Villmann T., Saxon Institute for Computational Intelligence and Machine Learning (SICIM), University of Applied Sciences Mittweida, Technikumplatz 17, Mittweida, 09648, Germany; Engelsberger A., Saxon Institute for Computational Intelligence and Machine Learning (SICIM), University of Applied Sciences Mittweida, Technikumplatz 17, Mittweida, 09648, Germany; Ravichandran J., Saxon Institute for Computational Intelligence and Machine Learning (SICIM), University of Applied Sciences Mittweida, Technikumplatz 17, Mittweida, 09648, Germany; Villmann A., Berufliches Schulzentrum Döbeln-Mittweida, Schulteil Mittweida, Poststraße 13, Mittweida, 09648, Germany; Kaden M., Saxon Institute for Computational Intelligence and Machine Learning (SICIM), University of Applied Sciences Mittweida, Technikumplatz 17, Mittweida, 09648, Germany","Prototype-based models like the Generalized Learning Vector Quantization (GLVQ) belong to the class of interpretable classifiers. Moreover, quantum-inspired methods get more and more into focus in machine learning due to its potential efficient computing. Further, its interesting mathematical perspectives offer new ideas for alternative learning scenarios. This paper proposes a quantum computing-inspired variant of the prototype-based GLVQ for classification learning. We start considering kernelized GLVQ with real- and complex-valued kernels and their respective feature mapping. Thereafter, we explain how quantum space ideas could be integrated into a GLVQ using quantum bit vector space in the quantum state space Hn and show the relations to kernelized GLVQ. In particular, we explain the related feature mapping of data into the quantum state space Hn. A key feature for this approach is that Hn is an Hilbert space with particular inner product properties, which finally restrict the prototype adaptations to be unitary transformations. The resulting approach is denoted as Qu-GLVQ. We provide the mathematical framework and give exemplary numerical results. © 2020, The Author(s).","Classification; Interpretable models; Learning vector quantization; Prototype base models; Quantum machine learning","Learning systems; Mapping; Mathematical transformations; Neural networks; Quantum computers; Vector quantization; Vector spaces; Classification learning; Generalized learning vector quantization; Learning scenarios; Mathematical frameworks; Numerical results; Prototype adaptation; Prototype-based classifications; Unitary transformations; Quantum theory","T. Villmann; Saxon Institute for Computational Intelligence and Machine Learning (SICIM), University of Applied Sciences Mittweida, Mittweida, Technikumplatz 17, 09648, Germany; email: thomas.villmann@hs-mittweida.de","","Springer Science and Business Media Deutschland GmbH","09410643","","","","English","Neural Comput. Appl.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85096578592"
"De Luca G.; Vlasic A.; Vitz M.; Pham A.","De Luca, Gennaro (57191584961); Vlasic, Andrew (56527088400); Vitz, Michael (59144430900); Pham, Anh (57222080976)","57191584961; 56527088400; 59144430900; 57222080976","Empirical power of quantum encoding methods for binary classification","2025","Quantum Machine Intelligence","7","2","72","","","1","10.1007/s42484-025-00298-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011174923&doi=10.1007%2Fs42484-025-00298-w&partnerID=40&md5=c82d0d4e62d9c3ecf0f5c5409ce1ccee","School of Computing and Augmented Intelligence, Arizona State University, Tempe, AZ, United States; Deloitte Consulting LLP, 30 Rockefeller Plaza 41st Floor, New York, 10112, NY, United States","De Luca G., School of Computing and Augmented Intelligence, Arizona State University, Tempe, AZ, United States; Vlasic A., Deloitte Consulting LLP, 30 Rockefeller Plaza 41st Floor, New York, 10112, NY, United States; Vitz M., Deloitte Consulting LLP, 30 Rockefeller Plaza 41st Floor, New York, 10112, NY, United States; Pham A., Deloitte Consulting LLP, 30 Rockefeller Plaza 41st Floor, New York, 10112, NY, United States","Quantum machine learning is one of the many potential applications of quantum computing, each of which is hoped to provide some novel computational advantage. However, quantum machine learning applications often fail to outperform classical approaches on real-world classical data. The ability of these models to generalize well from few training data points is typically considered one of the few definitive advantages of this approach. In this work, we will instead focus on encoding schemes and their effects on various machine learning metrics. Specifically, we focus on real-world data encoding to demonstrate differences between quantum encoding strategies for several real-world datasets and the classification model standard, LightGBM. In particular, we apply the following encoding strategies, including three standard approaches and two modified approaches: angle, amplitude, IQP, entangled angle, and alternative IQP. As these approaches require either a significant number of qubits or gates to encode larger datasets, we perform feature selection to support the limited computing power of quantum simulators. This feature selection is performed through a quantum annealing enhanced approach that builds on a QUBO formulation of the problem. In this work, we provide a preliminary demonstration that quantum machine learning with the IQP encoding and LightGBM produce statistically equivalent results for a large majority of the assigned learning tasks. © The Author(s), under exclusive licence to Springer Nature Switzerland AG 2025.","Instantaneous quantum polynomial; Quantum encoding; Quantum machine learning; Quantum support vector machine","Classification (of information); Encoding (symbols); Feature extraction; Large datasets; Learning algorithms; Learning systems; Polynomials; Quantum chemistry; Quantum entanglement; Qubits; Support vector machines; Encoding strategy; Encodings; Instantaneous quantum polynomial; Machine-learning; Quantum encoding; Quantum machine learning; Quantum machines; Quantum support vector machine; Real-world; Support vectors machine; Signal encoding","G. De Luca; School of Computing and Augmented Intelligence, Arizona State University, Tempe, United States; email: gennaro.deluca@asu.edu","","Springer Science and Business Media Deutschland GmbH","25244906","","","","English","Quantum Mach. Intell.","Article","Final","","Scopus","2-s2.0-105011174923"
"Khawaji A.; Martin R.J.; Daspin D.","Khawaji, Ahmad (56021621900); Martin, R. John (57118175700); Daspin, D. (60216123400)","56021621900; 57118175700; 60216123400","High-Resolution Medical Image Generation With Leak-Prevention Mechanism Using Quantum Transformer Learning","2025","IEEE Access","13","","","206381","206401","0","10.1109/ACCESS.2025.3638383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023283791&doi=10.1109%2FACCESS.2025.3638383&partnerID=40&md5=ae407298badf04ca6950238ed7245d9e","Jazan University, Faculty of Engineering and Computer Science, Department of Computer Science, Jazan, 45142, Saudi Arabia; Burjeel Royal Hospital, Department of Radiology, Al Ain, United Arab Emirates","Khawaji A., Jazan University, Faculty of Engineering and Computer Science, Department of Computer Science, Jazan, 45142, Saudi Arabia; Martin R.J., Jazan University, Faculty of Engineering and Computer Science, Department of Computer Science, Jazan, 45142, Saudi Arabia; Daspin D., Burjeel Royal Hospital, Department of Radiology, Al Ain, United Arab Emirates","A high-performance computer-aided diagnosis (CAD) system enhances diagnostic accuracy, enabling early detection and treatment. However, limited medical image datasets and low-quality augmentation methods hinder training, affecting CAD performance. Data augmentation increases training data but introduces augmentation leaks, where distortions in augmented images appear in generated outputs. Maintaining invertibility in augmentation can prevent leaks, but ensuring this across various generative adversarial networks (GANs) and datasets remains challenging. Additionally, existing high-resolution image generation models rely on complex deep neural networks, making optimization difficult and leading to issues like blurred lesion boundaries and poor detection of micro-leakage and micro-vessels. To address these challenges, we propose quantum transformer learning (QTL) for high-resolution medical image generation with prevention to mitigate augmentation leaks. The QTL generator enhances detail generation in high-resolution images while the prairie dog optimization (PDO) algorithm is combined with the activation function to accelerate the model convergence. Furthermore, an auxiliary multi-head neural network (AMH-NN) classifies the augmentation process during GAN training, guiding the model to avoid generating images with unintended distortions. The effectiveness of the proposed approach is evaluated using the knee osteoarthritis and medical MNIST datasets. Extensive experiments demonstrate that the proposed model significantly reduces augmentation leaks and achieves superior image quality, attaining the lowest FID scores compared to state-of-the-art GAN models. The proposed QTL+AMH-NN model achieves 22.4% improvement in FID values for the Knee Osteoarthritis dataset and 18.6% enhancement for the Medical MNIST dataset compared to previous approaches. The most notable gain is observed in Breast-MRI (86.3%), demonstrating the model’s capability to generate high-quality medical images with minimal augmentation artifacts. © 2013 IEEE.","High-resolution imaging; image processing; medical imaging; quantum computing; quantum machine learning","Complex networks; Computer aided design; Computer aided diagnosis; Image enhancement; Learning systems; Medical computing; Medical image processing; Quantum theory; Adversarial networks; High resolution; High-resolution images; High-resolution imaging; Image generations; Images processing; Machine-learning; Quantum Computing; Quantum machine learning; Quantum machines; Quantum computers","R.J. Martin; Jazan University, Faculty of Engineering and Computer Science, Department of Computer Science, Jazan, 45142, Saudi Arabia; email: jmartin@jazanu.edu.sa","","Institute of Electrical and Electronics Engineers Inc.","21693536","","","","English","IEEE Access","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105023283791"
"Trahan C.; Loveland M.; Dent S.","Trahan, Corey (6701611508); Loveland, Mark (57224947654); Dent, Samuel (59303291200)","6701611508; 57224947654; 59303291200","Quantum Physics-Informed Neural Networks","2024","Entropy","26","8","649","","","23","10.3390/e26080649","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202455691&doi=10.3390%2Fe26080649&partnerID=40&md5=5446d1b6d191a33b697687c3b517b3a5","U.S. Army Engineer Research and Development Center, Information and Technology Laboratory, 3909 Halls Ferry Rd., Vicksburg, 39180, MS, United States","Trahan C., U.S. Army Engineer Research and Development Center, Information and Technology Laboratory, 3909 Halls Ferry Rd., Vicksburg, 39180, MS, United States; Loveland M., U.S. Army Engineer Research and Development Center, Information and Technology Laboratory, 3909 Halls Ferry Rd., Vicksburg, 39180, MS, United States; Dent S., U.S. Army Engineer Research and Development Center, Information and Technology Laboratory, 3909 Halls Ferry Rd., Vicksburg, 39180, MS, United States","In this study, the PennyLane quantum device simulator was used to investigate quantum and hybrid, quantum/classical physics-informed neural networks (PINNs) for solutions to both transient and steady-state, (Formula presented.) and (Formula presented.) partial differential equations. The comparative expressibility of the purely quantum, hybrid and classical neural networks is discussed, and hybrid configurations are explored. The results show that (1) for some applications, quantum PINNs can obtain comparable accuracy with less neural network parameters than classical PINNs, and (2) adding quantum nodes in classical PINNs can increase model accuracy with less total network parameters for noiseless models. © 2024 by the authors.","physics informed neural networks; quantum algorithms; quantum computing; quantum data-derived methods; quantum machine learning; quantum variational algorithm","","C. Trahan; U.S. Army Engineer Research and Development Center, Information and Technology Laboratory, Vicksburg, 3909 Halls Ferry Rd., 39180, United States; email: corey.j.trahan@erdc.dren.mil","","Multidisciplinary Digital Publishing Institute (MDPI)","10994300","","","","English","Entropy","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85202455691"
